time,cloudCover,dewPoint,humidity,temperature,pressure,windBearing,windSpeed,power
1521061200,0.38,37.61,0.79,42.42,1011.0,238.0,3.03,0
1521061500,0.38,37.57,0.79,43.59,1010.9,237.0,2.99,0
1521061800,0.39,37.53,0.79,43.56,1010.9,236.0,2.95,0
1521062100,0.39,37.49,0.79,43.53,1010.9,234.0,2.91,0
1521062400,0.4,37.45,0.79,43.51,1010.9,233.0,2.87,0
1521062700,0.4,37.41,0.79,43.48,1010.9,232.0,2.84,0
1521063000,0.41,37.37,0.79,43.46,1010.9,231.0,2.8,0
1521063300,0.41,37.33,0.79,43.43,1010.9,229.0,2.77,0
1521063600,0.42,37.29,0.79,43.4,1010.9,228.0,2.74,0
1521063900,0.42,37.25,0.79,43.38,1010.8,226.0,2.71,0
1521064200,0.43,37.22,0.79,43.35,1010.8,225.0,2.68,0
1521064500,0.43,37.18,0.79,43.33,1010.8,224.0,2.65,0
1521064800,0.44,37.14,0.79,43.3,1010.8,222.0,2.62,0
1521065100,0.44,37.13,0.79,43.26,1010.8,222.0,2.6,0
1521065400,0.44,37.12,0.79,43.22,1010.9,222.0,2.58,0
1521065700,0.44,37.11,0.79,43.18,1010.9,222.0,2.56,0
1521066000,0.44,37.1,0.79,43.14,1010.9,222.0,2.54,0
1521066300,0.44,37.09,0.79,43.1,1011.0,222.0,2.52,0
1521066600,0.44,37.08,0.79,43.06,1011.0,222.0,2.5,0
1521066900,0.44,37.06,0.79,43.02,1011.0,222.0,2.48,0
1521067200,0.44,37.05,0.79,42.98,1011.1,221.0,2.46,0
1521067500,0.44,37.04,0.8,42.93,1011.1,221.0,2.44,0
1521067800,0.44,37.03,0.8,42.89,1011.1,221.0,2.42,0
1521068100,0.44,37.02,0.8,42.85,1011.2,221.0,2.4,0
1521068400,0.44,37.01,0.8,42.81,1011.2,221.0,2.38,0
1521068700,0.44,36.95,0.8,42.69,1011.2,220.0,2.23,0
1521069000,0.45,36.9,0.8,42.57,1011.2,219.0,2.08,0
1521069300,0.45,36.84,0.8,42.45,1011.1,218.0,1.93,0
1521069600,0.45,36.78,0.81,42.32,1011.1,216.0,1.78,0
1521069900,0.46,36.72,0.81,42.2,1011.1,214.0,1.64,0
1521070200,0.46,36.66,0.81,42.08,1011.1,212.0,1.49,0
1521070500,0.46,36.6,0.81,41.96,1011.1,209.0,1.35,0
1521070800,0.47,36.54,0.81,41.84,1011.0,206.0,1.21,0
1521071100,0.47,36.48,0.82,41.72,1011.0,201.0,1.08,0
1521071400,0.48,36.42,0.82,41.59,1011.0,196.0,0.96,0
1521071700,0.48,36.36,0.82,41.47,1011.0,189.0,0.84,0
1521072000,0.48,36.3,0.82,41.35,1010.9,180.0,0.75,0
1521072300,0.49,36.28,0.82,41.3,1010.9,187.0,0.77,0
1521072600,0.5,36.25,0.82,41.26,1010.8,193.0,0.81,0
1521072900,0.5,36.22,0.82,41.21,1010.8,198.0,0.85,0
1521073200,0.51,36.19,0.82,41.17,1010.7,203.0,0.9,0
1521073500,0.52,36.17,0.82,41.12,1010.6,207.0,0.96,0
1521073800,0.53,36.14,0.82,41.07,1010.6,211.0,1.02,0
1521074100,0.53,36.11,0.82,41.03,1010.5,214.0,1.08,0
1521074400,0.54,36.09,0.83,40.98,1010.4,217.0,1.15,0
1521074700,0.55,36.06,0.83,40.94,1010.4,220.0,1.22,0
1521075000,0.56,36.03,0.83,40.89,1010.3,223.0,1.3,0
1521075300,0.56,36.01,0.83,40.84,1010.3,225.0,1.37,0
1521075600,0.57,35.98,0.83,40.8,1010.2,227.0,1.45,0
1521075900,0.57,36.0,0.83,40.67,1010.2,227.0,1.37,0
1521076200,0.57,36.02,0.84,40.54,1010.2,227.0,1.3,0
1521076500,0.57,36.05,0.84,40.41,1010.2,228.0,1.22,0
1521076800,0.57,36.06,0.85,40.28,1010.2,229.0,1.15,0
1521077100,0.57,36.08,0.85,40.15,1010.2,229.0,1.07,0
1521077400,0.57,36.1,0.86,40.02,1010.3,230.0,1.0,0
1521077700,0.57,36.12,0.86,39.89,1010.3,231.0,0.92,0
1521078000,0.57,36.14,0.87,39.77,1010.3,232.0,0.85,0
1521078300,0.57,36.15,0.87,39.64,1010.3,234.0,0.77,0
1521078600,0.57,36.17,0.88,39.51,1010.3,235.0,0.7,0
1521078900,0.57,36.18,0.88,39.38,1010.3,237.0,0.63,0
1521079200,0.57,36.19,0.89,39.25,1010.3,240.0,0.55,0
1521079500,0.57,36.18,0.88,39.37,1010.4,225.0,0.61,0
1521079800,0.57,36.16,0.88,39.49,1010.4,213.0,0.7,0
1521080100,0.57,36.14,0.87,39.6,1010.5,205.0,0.81,0
1521080400,0.57,36.12,0.87,39.72,1010.5,198.0,0.93,0
1521080700,0.57,36.1,0.86,39.84,1010.6,193.0,1.06,0
1521081000,0.57,36.08,0.86,39.96,1010.7,189.0,1.21,0
1521081300,0.56,36.06,0.85,40.08,1010.7,186.0,1.35,0
1521081600,0.56,36.04,0.85,40.19,1010.8,184.0,1.5,0
1521081900,0.56,36.02,0.85,40.31,1010.8,182.0,1.65,0
1521082200,0.56,36.0,0.84,40.43,1010.9,180.0,1.8,0
1521082500,0.56,35.97,0.84,40.55,1010.9,178.0,1.95,0
1521082800,0.56,35.95,0.83,40.67,1011.0,177.0,2.11,0
1521083100,0.58,36.07,0.83,40.74,1011.0,178.0,1.95,0
1521083400,0.59,36.19,0.83,40.82,1011.0,179.0,1.79,0
1521083700,0.61,36.31,0.84,40.89,1010.9,180.0,1.63,0
1521084000,0.62,36.43,0.84,40.97,1010.9,181.0,1.47,0
1521084300,0.64,36.55,0.84,41.04,1010.9,182.0,1.31,0
1521084600,0.66,36.68,0.84,41.12,1010.9,184.0,1.15,0
1521084900,0.67,36.8,0.84,41.19,1010.9,187.0,1.0,0
1521085200,0.69,36.92,0.84,41.27,1010.9,190.0,0.84,0
1521085500,0.7,37.04,0.85,41.35,1010.9,195.0,0.69,0
1521085800,0.72,37.16,0.85,41.42,1010.8,202.0,0.55,0
1521086100,0.73,37.28,0.85,41.5,1010.8,214.0,0.42,0
1521086400,0.75,37.4,0.85,41.57,1010.8,234.0,0.33,0
1521086700,0.74,37.4,0.85,41.56,1010.8,228.0,0.3,0
1521087000,0.73,37.4,0.85,41.55,1010.9,220.0,0.29,0
1521087300,0.73,37.4,0.85,41.54,1010.9,211.0,0.27,0
1521087600,0.72,37.4,0.85,41.53,1010.9,202.0,0.26,12
1521087900,0.71,37.4,0.85,41.51,1011.0,193.0,0.26,252
1521088200,0.7,37.4,0.85,41.5,1011.0,183.0,0.27,332
1521088500,0.7,37.4,0.85,41.49,1011.0,175.0,0.28,431
1521088800,0.69,37.4,0.85,41.48,1011.1,167.0,0.3,428
1521089100,0.68,37.4,0.85,41.47,1011.1,160.0,0.33,445
1521089400,0.67,37.4,0.85,41.46,1011.1,155.0,0.36,634
1521089700,0.67,37.4,0.85,41.44,1011.2,150.0,0.39,912
1521090000,0.66,37.4,0.85,41.43,1011.2,146.0,0.42,1156
1521090300,0.67,37.48,0.85,41.63,1011.3,162.0,0.4,1556
1521090600,0.68,37.55,0.85,41.82,1011.3,177.0,0.42,1993
1521090900,0.7,37.63,0.84,42.02,1011.4,191.0,0.46,2527
1521091200,0.71,37.7,0.84,42.22,1011.5,202.0,0.52,3443
1521091500,0.72,37.78,0.84,42.41,1011.5,211.0,0.6,3536
1521091800,0.74,37.85,0.83,42.61,1011.6,217.0,0.69,3704
1521092100,0.75,37.92,0.83,42.8,1011.7,222.0,0.78,4044
1521092400,0.76,37.99,0.82,43.0,1011.7,226.0,0.88,4395
1521092700,0.78,38.06,0.82,43.19,1011.8,229.0,0.98,4886
1521093000,0.79,38.13,0.82,43.39,1011.9,231.0,1.09,4597
1521093300,0.8,38.2,0.81,43.59,1012.0,233.0,1.19,4533
1521093600,0.81,38.27,0.81,43.78,1012.0,235.0,1.3,5084
1521093900,0.8,38.32,0.8,43.99,1012.0,232.0,1.47,5488
1521094200,0.79,38.36,0.8,44.2,1012.0,229.0,1.65,7196
1521094500,0.78,38.41,0.79,44.4,1011.9,227.0,1.84,11688
1521094800,0.76,38.45,0.79,44.61,1011.9,225.0,2.02,11850
1521095100,0.75,38.49,0.78,44.82,1011.9,223.0,2.21,13519
1521095400,0.74,38.53,0.78,45.03,1011.9,222.0,2.4,11705
1521095700,0.72,38.57,0.77,45.23,1011.8,221.0,2.58,9334
1521096000,0.71,38.61,0.77,45.44,1011.8,220.0,2.77,10223
1521096300,0.7,38.65,0.76,45.65,1011.8,219.0,2.96,21174
1521096600,0.68,38.68,0.76,44.83,1011.8,219.0,3.15,21846
1521096900,0.67,38.72,0.75,44.88,1011.7,218.0,3.35,11444
1521097200,0.66,38.75,0.75,44.95,1011.7,217.0,3.54,9485
1521097500,0.65,38.64,0.74,45.14,1011.7,217.0,3.61,11566
1521097800,0.64,38.52,0.73,45.32,1011.6,217.0,3.68,11857
1521098100,0.64,38.39,0.72,45.52,1011.6,217.0,3.76,20049
1521098400,0.63,38.26,0.71,45.71,1011.6,217.0,3.83,15360
1521098700,0.62,38.13,0.7,45.9,1011.5,217.0,3.91,8317
1521099000,0.61,37.99,0.69,46.1,1011.5,217.0,3.98,9850
1521099300,0.61,37.85,0.68,46.3,1011.5,217.0,4.05,11109
1521099600,0.6,37.7,0.67,46.5,1011.4,217.0,4.13,13214
1521099900,0.59,37.55,0.66,46.7,1011.4,217.0,4.2,15468
1521100200,0.58,37.39,0.65,46.9,1011.4,217.0,4.28,15633
1521100500,0.58,37.22,0.64,47.1,1011.3,217.0,4.35,17198
1521100800,0.57,37.05,0.63,47.31,1011.3,217.0,4.42,14252
1521101100,0.58,37.03,0.63,47.24,1011.3,218.0,4.54,7986
1521101400,0.59,37.01,0.63,47.18,1011.3,220.0,4.67,7875
1521101700,0.6,36.99,0.63,47.11,1011.4,221.0,4.8,9357
1521102000,0.61,36.97,0.63,47.04,1011.4,223.0,4.93,9281
1521102300,0.62,36.95,0.63,46.97,1011.4,224.0,5.06,12119
1521102600,0.63,36.93,0.63,46.9,1011.4,225.0,5.2,8828
1521102900,0.64,36.91,0.63,46.84,1011.4,227.0,5.33,7630
1521103200,0.65,36.89,0.63,46.77,1011.5,228.0,5.47,6370
1521103500,0.66,36.87,0.63,46.7,1011.5,229.0,5.62,5167
1521103800,0.67,36.85,0.63,46.64,1011.5,230.0,5.76,6469
1521104100,0.68,36.83,0.63,46.57,1011.5,231.0,5.91,8313
1521104400,0.69,36.81,0.63,46.51,1011.5,232.0,6.06,7106
1521104700,0.68,36.68,0.62,46.58,1011.5,231.0,6.1,8997
1521105000,0.67,36.54,0.61,46.65,1011.5,229.0,6.14,10314
1521105300,0.66,36.39,0.61,46.71,1011.5,228.0,6.19,8990
1521105600,0.65,36.25,0.6,46.78,1011.5,227.0,6.23,8260
1521105900,0.64,36.1,0.6,46.84,1011.5,226.0,6.29,7193
1521106200,0.63,35.96,0.59,46.91,1011.5,225.0,6.34,9359
1521106500,0.62,35.81,0.59,46.97,1011.5,223.0,6.4,13800
1521106800,0.61,35.66,0.58,47.03,1011.4,222.0,6.46,17387
1521107100,0.6,35.5,0.58,47.09,1011.4,221.0,6.52,13536
1521107400,0.59,35.35,0.57,47.15,1011.4,220.0,6.58,12329
1521107700,0.58,35.19,0.57,47.21,1011.4,219.0,6.65,10717
1521108000,0.57,35.03,0.56,47.27,1011.4,218.0,6.72,14857
1521108300,0.57,35.03,0.56,50.17,1011.3,219.0,6.62,32018
1521108600,0.57,35.03,0.55,50.38,1011.2,220.0,6.52,34232
1521108900,0.57,35.02,0.55,50.6,1011.1,221.0,6.42,29758
1521109200,0.57,35.01,0.55,50.81,1011.0,222.0,6.33,34273
1521109500,0.57,35.0,0.54,51.02,1010.9,223.0,6.24,37302
1521109800,0.57,34.99,0.54,51.24,1010.9,224.0,6.14,35707
1521110100,0.57,34.98,0.53,51.45,1010.8,225.0,6.06,24880
1521110400,0.57,34.96,0.53,51.66,1010.7,226.0,5.97,23240
1521110700,0.57,34.94,0.52,51.87,1010.6,227.0,5.89,22630
1521111000,0.57,34.92,0.52,52.09,1010.5,228.0,5.8,32591
1521111300,0.57,34.9,0.51,52.3,1010.4,229.0,5.73,32400
1521111600,0.57,34.88,0.51,52.51,1010.3,231.0,5.65,31743
1521111900,0.57,34.81,0.51,52.53,1010.3,233.0,5.51,31176
1521112200,0.58,34.74,0.51,52.54,1010.2,235.0,5.37,30969
1521112500,0.58,34.67,0.5,52.56,1010.2,237.0,5.24,30909
1521112800,0.59,34.6,0.5,52.57,1010.2,240.0,5.13,30337
1521113100,0.59,34.53,0.5,52.59,1010.1,242.0,5.02,30176
1521113400,0.6,34.46,0.5,52.6,1010.1,245.0,4.92,22437
1521113700,0.6,34.39,0.5,52.62,1010.0,248.0,4.84,20896
1521114000,0.61,34.32,0.5,52.63,1010.0,251.0,4.76,13644
1521114300,0.61,34.25,0.49,52.65,1010.0,254.0,4.7,29769
1521114600,0.62,34.18,0.49,52.66,1009.9,257.0,4.65,19869
1521114900,0.62,34.1,0.49,52.68,1009.9,260.0,4.62,19968
1521115200,0.63,34.03,0.49,52.69,1009.9,263.0,4.6,30754
1521115500,0.62,34.15,0.49,52.56,1009.8,270.0,4.65,23617
1521115800,0.62,34.27,0.5,52.42,1009.7,276.0,4.76,22796
1521116100,0.61,34.38,0.5,52.29,1009.7,282.0,4.94,26061
1521116400,0.61,34.49,0.51,52.15,1009.6,288.0,5.16,27462
1521116700,0.6,34.6,0.51,52.02,1009.6,293.0,5.43,24157
1521117000,0.6,34.71,0.52,51.88,1009.5,297.0,5.74,22663
1521117300,0.59,34.81,0.52,51.75,1009.5,302.0,6.08,26455
1521117600,0.59,34.92,0.53,51.61,1009.4,305.0,6.44,19933
1521117900,0.58,35.02,0.53,51.48,1009.4,308.0,6.84,26215
1521118200,0.58,35.12,0.54,51.34,1009.3,311.0,7.25,22963
1521118500,0.57,35.21,0.54,51.2,1009.3,314.0,7.67,21641
1521118800,0.57,35.31,0.55,51.07,1009.2,316.0,8.11,21054
1521119100,0.56,35.27,0.55,51.07,1009.2,316.0,7.8,16210
1521119400,0.56,35.23,0.54,51.07,1009.2,316.0,7.49,16210
1521119700,0.55,35.19,0.54,51.07,1009.2,315.0,7.17,6788
1521120000,0.54,35.16,0.54,51.07,1009.3,315.0,6.86,7878
1521120300,0.53,35.12,0.54,51.07,1009.3,315.0,6.54,7878
1521120600,0.53,35.08,0.54,51.07,1009.3,314.0,6.23,15814
1521120900,0.52,35.04,0.54,51.07,1009.3,314.0,5.92,16105
1521121200,0.51,35.01,0.54,51.07,1009.3,314.0,5.6,8414
1521121500,0.5,34.97,0.54,51.07,1009.4,313.0,5.29,4865
1521121800,0.5,34.93,0.54,51.07,1009.4,313.0,4.98,4227
1521122100,0.49,34.89,0.54,51.07,1009.4,312.0,4.67,3861
1521122400,0.48,34.86,0.54,51.07,1009.4,311.0,4.36,5082
1521122700,0.5,34.81,0.54,50.99,1009.5,312.0,4.27,5185
1521123000,0.53,34.77,0.54,50.9,1009.6,312.0,4.18,4825
1521123300,0.55,34.72,0.54,50.82,1009.6,313.0,4.09,3868
1521123600,0.57,34.68,0.54,50.73,1009.7,314.0,4.0,3267
1521123900,0.59,34.63,0.54,50.65,1009.8,314.0,3.91,3159
1521124200,0.62,34.59,0.54,50.56,1009.9,315.0,3.82,2782
1521124500,0.64,34.54,0.54,50.48,1010.0,316.0,3.74,2331
1521124800,0.66,34.5,0.54,50.39,1010.0,316.0,3.65,2152
1521125100,0.68,34.45,0.54,50.31,1010.1,317.0,3.57,1770
1521125400,0.71,34.41,0.54,50.22,1010.2,318.0,3.48,1128
1521125700,0.73,34.36,0.54,50.14,1010.3,319.0,3.4,651
1521126000,0.75,34.32,0.55,50.06,1010.4,320.0,3.31,355
1521126300,0.75,34.49,0.55,49.16,1010.3,311.0,3.35,194
1521126600,0.75,34.66,0.56,48.79,1010.3,303.0,3.46,99
1521126900,0.75,34.82,0.57,48.37,1010.3,296.0,3.63,29
1521127200,0.75,34.98,0.58,47.91,1010.2,289.0,3.86,0
1521127500,0.75,35.13,0.59,47.42,1010.2,283.0,4.13,0
1521127800,0.75,35.28,0.6,46.92,1010.2,278.0,4.44,0
1521128100,0.75,35.42,0.61,46.41,1010.2,274.0,4.78,0
1521128400,0.75,35.55,0.62,45.89,1010.1,270.0,5.15,0
1521128700,0.75,35.68,0.63,45.38,1010.1,267.0,5.53,0
1521129000,0.75,35.8,0.63,44.86,1010.1,264.0,5.93,0
1521129300,0.75,35.92,0.64,44.35,1010.0,262.0,6.34,0
1521129600,0.75,36.03,0.65,43.84,1010.0,259.0,6.77,0
1521129900,0.74,36.24,0.66,43.85,1010.1,259.0,6.38,0
1521130200,0.73,36.45,0.67,43.89,1010.1,259.0,6.0,0
1521130500,0.72,36.65,0.68,43.93,1010.2,258.0,5.61,0
1521130800,0.72,36.84,0.69,43.99,1010.2,257.0,5.23,0
1521131100,0.71,37.03,0.7,44.06,1010.3,257.0,4.84,0
1521131400,0.7,37.22,0.71,44.15,1010.3,256.0,4.46,0
1521131700,0.7,37.4,0.72,44.27,1010.4,255.0,4.08,0
1521132000,0.69,37.58,0.72,44.41,1010.4,254.0,3.7,0
1521132300,0.68,37.76,0.73,44.58,1010.5,252.0,3.32,0
1521132600,0.67,37.93,0.74,45.62,1010.5,250.0,2.95,0
1521132900,0.67,38.09,0.75,45.47,1010.6,248.0,2.58,0
1521133200,0.66,38.26,0.76,45.32,1010.6,245.0,2.21,0
1521133500,0.66,38.28,0.76,45.29,1010.7,245.0,2.41,0
1521133800,0.65,38.31,0.76,45.26,1010.8,246.0,2.62,0
1521134100,0.65,38.33,0.77,45.22,1010.9,246.0,2.82,0
1521134400,0.65,38.35,0.77,44.21,1011.0,247.0,3.02,0
1521134700,0.65,38.38,0.77,43.97,1011.1,247.0,3.23,0
1521135000,0.64,38.4,0.77,43.73,1011.2,248.0,3.43,0
1521135300,0.64,38.43,0.77,43.51,1011.3,248.0,3.64,0
1521135600,0.64,38.45,0.77,43.29,1011.4,248.0,3.84,0
1521135900,0.64,38.47,0.78,43.09,1011.5,248.0,4.04,0
1521136200,0.63,38.5,0.78,42.88,1011.6,249.0,4.25,0
1521136500,0.63,38.52,0.78,42.69,1011.7,249.0,4.45,0
1521136800,0.63,38.54,0.78,42.5,1011.8,249.0,4.66,0
1521137100,0.63,38.53,0.78,42.53,1011.8,250.0,4.61,0
1521137400,0.63,38.53,0.78,42.57,1011.8,250.0,4.57,0
1521137700,0.64,38.52,0.78,42.6,1011.8,251.0,4.52,0
1521138000,0.64,38.51,0.78,42.63,1011.8,252.0,4.48,0
1521138300,0.64,38.5,0.78,42.67,1011.8,253.0,4.43,0
1521138600,0.64,38.5,0.78,42.7,1011.7,253.0,4.39,0
1521138900,0.65,38.49,0.78,42.73,1011.7,254.0,4.35,0
1521139200,0.65,38.48,0.78,42.77,1011.7,255.0,4.31,0
1521139500,0.65,38.47,0.78,42.8,1011.7,256.0,4.27,0
1521139800,0.65,38.47,0.78,42.83,1011.7,257.0,4.23,0
1521140100,0.66,38.46,0.78,42.86,1011.7,257.0,4.19,0
1521140400,0.66,38.45,0.78,42.89,1011.7,258.0,4.15,0
1521140700,0.66,38.49,0.78,42.85,1011.7,258.0,4.06,0
1521141000,0.66,38.53,0.79,42.82,1011.7,258.0,3.97,0
1521141300,0.66,38.57,0.79,42.78,1011.7,257.0,3.88,0
1521141600,0.66,38.61,0.8,42.75,1011.7,257.0,3.79,0
1521141900,0.66,38.65,0.8,42.72,1011.7,256.0,3.71,0
1521142200,0.66,38.69,0.8,42.69,1011.7,256.0,3.62,0
1521142500,0.66,38.72,0.81,42.67,1011.7,255.0,3.53,0
1521142800,0.66,38.76,0.81,42.64,1011.6,255.0,3.44,0
1521143100,0.66,38.8,0.82,42.62,1011.6,255.0,3.35,0
1521143400,0.66,38.83,0.82,42.6,1011.6,254.0,3.27,0
1521143700,0.66,38.86,0.82,42.58,1011.6,253.0,3.18,0
1521144000,0.66,38.9,0.83,42.56,1011.6,253.0,3.09,0
1521144300,0.67,38.9,0.83,42.47,1011.6,255.0,3.14,0
1521144600,0.68,38.89,0.83,42.37,1011.7,257.0,3.18,0
1521144900,0.7,38.89,0.83,42.28,1011.7,258.0,3.23,0
1521145200,0.71,38.88,0.83,42.18,1011.8,260.0,3.29,0
1521145500,0.72,38.88,0.83,42.07,1011.8,262.0,3.34,0
1521145800,0.74,38.88,0.83,41.97,1011.8,263.0,3.4,0
1521146100,0.75,38.87,0.84,41.86,1011.9,265.0,3.46,0
1521146400,0.76,38.87,0.84,41.75,1011.9,266.0,3.52,0
1521146700,0.77,38.87,0.84,41.64,1011.9,268.0,3.59,0
1521147000,0.79,38.86,0.84,41.53,1012.0,269.0,3.66,0
1521147300,0.8,38.86,0.84,41.42,1012.0,270.0,3.73,0
1521147600,0.81,38.85,0.84,41.31,1012.1,272.0,3.8,0
1521147900,0.81,38.87,0.85,41.21,1012.1,270.0,3.8,0
1521148200,0.8,38.88,0.85,41.1,1012.1,268.0,3.81,0
1521148500,0.8,38.9,0.85,40.99,1012.1,266.0,3.83,0
1521148800,0.79,38.91,0.85,40.87,1012.1,264.0,3.85,0
1521149100,0.79,38.93,0.86,40.75,1012.1,262.0,3.87,0
1521149400,0.78,38.94,0.86,40.63,1012.1,261.0,3.89,0
1521149700,0.77,38.95,0.86,40.5,1012.1,259.0,3.92,0
1521150000,0.77,38.96,0.87,40.38,1012.1,257.0,3.96,0
1521150300,0.76,38.97,0.87,40.24,1012.1,255.0,3.99,0
1521150600,0.76,38.99,0.87,40.11,1012.1,254.0,4.04,0
1521150900,0.75,39.0,0.88,39.97,1012.1,252.0,4.08,0
1521151200,0.75,39.01,0.88,39.83,1012.1,250.0,4.13,0
1521151500,0.75,39.0,0.88,39.77,1012.1,250.0,4.14,0
1521151800,0.75,38.99,0.88,39.72,1012.1,250.0,4.15,0
1521152100,0.75,38.99,0.88,39.66,1012.1,250.0,4.16,0
1521152400,0.75,38.98,0.89,39.6,1012.1,249.0,4.17,0
1521152700,0.75,38.97,0.89,39.54,1012.1,249.0,4.18,0
1521153000,0.75,38.96,0.89,39.49,1012.2,249.0,4.2,0
1521153300,0.75,38.96,0.89,39.43,1012.2,249.0,4.21,0
1521153600,0.75,38.95,0.89,39.37,1012.2,248.0,4.22,0
1521153900,0.75,38.94,0.89,39.31,1012.2,248.0,4.23,0
1521154200,0.75,38.93,0.89,39.25,1012.2,248.0,4.24,0
1521154500,0.75,38.93,0.89,39.2,1012.2,248.0,4.25,0
1521154800,0.75,38.92,0.89,39.14,1012.2,247.0,4.27,0
1521155100,0.75,38.85,0.89,39.19,1012.3,249.0,4.2,0
1521155400,0.76,38.77,0.89,39.24,1012.3,251.0,4.13,0
1521155700,0.76,38.7,0.89,39.28,1012.3,253.0,4.08,0
1521156000,0.77,38.63,0.89,39.32,1012.4,255.0,4.02,0
1521156300,0.77,38.55,0.88,39.36,1012.4,257.0,3.97,0
1521156600,0.78,38.48,0.88,39.39,1012.5,260.0,3.93,0
1521156900,0.78,38.4,0.88,39.41,1012.5,262.0,3.89,0
1521157200,0.79,38.33,0.88,39.43,1012.5,264.0,3.86,0
1521157500,0.79,38.26,0.87,39.45,1012.6,266.0,3.84,0
1521157800,0.8,38.18,0.87,39.46,1012.6,269.0,3.82,0
1521158100,0.81,38.11,0.87,39.46,1012.7,271.0,3.81,0
1521158400,0.81,38.03,0.87,39.46,1012.7,273.0,3.8,0
1521158700,0.81,38.0,0.87,39.57,1012.7,276.0,3.63,0
1521159000,0.8,37.96,0.87,39.68,1012.7,278.0,3.46,0
1521159300,0.79,37.92,0.87,39.79,1012.7,281.0,3.3,0
1521159600,0.79,37.89,0.87,39.91,1012.7,284.0,3.14,0
1521159900,0.78,37.85,0.87,41.46,1012.7,287.0,3.0,0
1521160200,0.78,37.82,0.87,41.41,1012.7,290.0,2.86,0
1521160500,0.77,37.78,0.87,41.36,1012.7,294.0,2.74,0
1521160800,0.77,37.75,0.87,41.31,1012.7,298.0,2.63,0
1521161100,0.76,37.71,0.87,41.26,1012.7,303.0,2.54,0
1521161400,0.76,37.67,0.87,41.21,1012.7,308.0,2.46,0
1521161700,0.75,37.64,0.87,41.17,1012.7,313.0,2.4,0
1521162000,0.75,37.6,0.87,41.12,1012.7,318.0,2.36,0
1521162300,0.74,37.54,0.87,41.01,1012.7,319.0,2.1,0
1521162600,0.74,37.48,0.87,40.9,1012.7,320.0,1.83,0
1521162900,0.73,37.42,0.88,40.8,1012.7,321.0,1.56,0
1521163200,0.73,37.36,0.88,40.69,1012.7,323.0,1.3,0
1521163500,0.73,37.29,0.88,40.58,1012.8,325.0,1.04,0
1521163800,0.72,37.23,0.88,40.48,1012.8,330.0,0.78,0
1521164100,0.72,37.17,0.88,40.37,1012.8,338.0,0.53,0
1521164400,0.71,37.11,0.88,40.26,1012.8,0.0,0.31,0
1521164700,0.71,37.05,0.89,40.15,1012.8,58.0,0.24,0
1521165000,0.7,36.98,0.89,40.05,1012.8,98.0,0.4,0
1521165300,0.7,36.92,0.89,39.94,1012.8,112.0,0.64,0
1521165600,0.7,36.86,0.89,39.83,1012.8,118.0,0.89,0
1521165900,0.69,36.8,0.89,39.72,1012.9,122.0,0.83,0
1521166200,0.67,36.75,0.89,39.6,1012.9,127.0,0.78,0
1521166500,0.66,36.7,0.9,39.49,1013.0,133.0,0.73,0
1521166800,0.65,36.64,0.9,39.37,1013.1,140.0,0.68,0
1521167100,0.64,36.59,0.9,39.26,1013.1,147.0,0.65,0
1521167400,0.63,36.53,0.9,39.14,1013.2,155.0,0.63,0
1521167700,0.62,36.48,0.9,39.03,1013.2,163.0,0.62,0
1521168000,0.61,36.42,0.91,38.91,1013.3,171.0,0.63,0
1521168300,0.6,36.37,0.91,38.8,1013.4,179.0,0.65,0
1521168600,0.59,36.31,0.91,38.68,1013.4,186.0,0.68,0
1521168900,0.57,36.26,0.91,38.57,1013.5,193.0,0.72,0
1521169200,0.56,36.2,0.92,38.45,1013.6,199.0,0.76,0
1521169500,0.55,36.18,0.92,38.41,1013.6,213.0,0.75,0
1521169800,0.53,36.15,0.92,38.36,1013.6,227.0,0.78,0
1521170100,0.52,36.12,0.92,38.31,1013.6,239.0,0.86,0
1521170400,0.51,36.09,0.92,38.27,1013.7,249.0,0.97,0
1521170700,0.49,36.06,0.92,38.22,1013.7,257.0,1.09,0
1521171000,0.48,36.04,0.92,38.17,1013.7,263.0,1.24,0
1521171300,0.46,36.01,0.92,38.13,1013.8,267.0,1.39,0
1521171600,0.45,35.98,0.92,38.08,1013.8,271.0,1.56,0
1521171900,0.44,35.95,0.92,38.03,1013.8,274.0,1.72,0
1521172200,0.42,35.92,0.92,37.99,1013.8,277.0,1.9,0
1521172500,0.41,35.9,0.92,37.94,1013.9,279.0,2.07,0
1521172800,0.39,35.87,0.92,37.89,1013.9,281.0,2.25,0
1521173100,0.38,35.89,0.92,37.95,1014.0,279.0,2.2,0
1521173400,0.37,35.92,0.92,38.01,1014.0,277.0,2.16,7
1521173700,0.35,35.95,0.92,38.07,1014.1,275.0,2.11,105
1521174000,0.34,35.97,0.92,38.14,1014.2,273.0,2.07,302
1521174300,0.33,36.0,0.92,38.2,1014.3,270.0,2.04,498
1521174600,0.31,36.03,0.92,38.26,1014.4,268.0,2.0,847
1521174900,0.3,36.05,0.91,38.32,1014.4,266.0,1.97,1358
1521175200,0.29,36.08,0.91,38.38,1014.5,263.0,1.94,2041
1521175500,0.27,36.11,0.91,38.44,1014.6,261.0,1.92,2724
1521175800,0.26,36.13,0.91,38.5,1014.7,258.0,1.9,3257
1521176100,0.25,36.16,0.91,38.56,1014.7,256.0,1.88,3718
